município,saldo,movements,month
420419,13,29,202306
420420,-18,9478,202306
420425,-24,394,202306
420430,-79,2835,202306
420435,11,211,202306
420440,17,161,202306
420445,0,6,202306
420450,41,471,202306
420455,-14,234,202306
420460,201,7149,202306
420470,26,238,202306
420475,0,26,202306
420480,52,710,202306
420490,-4,90,202306
420500,19,157,202306
420510,-14,94,202306
420515,3,73,202306
420517,-1,3,202306
420519,-5,145,202306
420520,18,82,202306
420530,59,353,202306
420535,-12,30,202306
420540,-357,20161,202306
420543,-2,10,202306
420545,36,970,202306
420550,62,936,202306
420555,-61,73,202306
420560,4,38,202306
420570,61,599,202306
420580,74,520,202306
420590,45,2611,202306
420600,17,307,202306
420610,7,209,202306
420620,-16,210,202306
420630,-1,617,202306
420640,-19,213,202306
420650,87,1675,202306
420660,-3,73,202306
420665,-59,371,202306
420670,-10,236,202306
420675,8,16,202306
420680,13,45,202306
420690,-14,562,202306
420700,-32,2098,202306
420710,-30,356,202306
420720,-6,118,202306
420730,184,1308,202306
420740,-53,115,202306
420750,181,2463,202306
420757,7,75,202306
420760,3,23,202306
420765,-17,143,202306
420768,37,175,202306
420770,5,199,202306
420775,16,34,202306
420780,7,137,202306
420785,-24,44,202306
420790,-5,85,202306
420800,-8,102,202306
420810,-66,392,202306
420820,469,12841,202306
420830,146,3718,202306
420840,-2,528,202306
420845,-68,538,202306
420850,203,995,202306
420860,10,56,202306
420870,19,137,202306
420880,-9,567,202306
420890,42,5654,202306
420895,0,10,202306
420900,50,1340,202306
420910,559,22997,202306
420915,-7,75,202306
420917,6,26,202306
420920,2,42,202306
420930,-228,3154,202306
420940,48,768,202306
420945,3,9,202306
420950,-4,218,202306
420960,39,343,202306
420970,-19,99,202306
420980,1,19,202306
420985,5,31,202306
420990,-15,343,202306
421000,-4,408,202306
421003,-17,121,202306
421005,1,13,202306
421010,83,1243,202306
421020,-18,50,202306
421030,-16,62,202306
421040,-11,167,202306
421050,63,971,202306
421055,8,10,202306
421060,19,403,202306
421070,7,23,202306
421080,12,142,202306
421085,12,50,202306
421090,14,78,202306
421100,9,209,202306
421105,-29,145,202306
421110,2,70,202306
421120,62,550,202306
421125,-3,33,202306
421130,303,2939,202306
421140,-10,126,202306
421145,-9,59,202306
421150,-44,992,202306
421160,48,646,202306
421165,-14,30,202306
421170,63,687,202306
421175,19,419,202306
421180,1,99,202306
421185,-1,15,202306
421187,11,25,202306
421189,16,52,202306
421190,-410,6650,202306
421200,20,114,202306
421205,11,65,202306
421210,32,434,202306
421220,-53,431,202306
421223,17,63,202306
421225,8,138,202306
421227,12,56,202306
421230,-19,175,202306
421240,17,103,202306
421250,92,1038,202306
421260,2,50,202306
421265,1,69,202306
421270,-15,79,202306
421280,85,719,202306
421290,-108,778,202306
421300,22,184,202306
421310,5,101,202306
421315,11,49,202306
421320,-204,1178,202306
421330,4,66,202306
421335,-21,89,202306
421340,8,218,202306
421350,154,1398,202306
421360,35,659,202306
421370,-53,593,202306
421380,3,127,202306
421390,-4,12,202306
421400,-19,739,202306
421410,-2,28,202306
421415,-3,45,202306
421420,49,261,202306
421430,-10,30,202306
421440,-9,111,202306
421450,-19,115,202306
421460,-23,131,202306
421470,-149,385,202306
421480,127,2515,202306
421490,12,64,202306
421500,36,1304,202306
421505,-2,12,202306
421507,6,64,202306
421510,-15,191,202306
421520,-2,10,202306
421530,-9,179,202306
421535,-9,37,202306
421540,-27,149,202306
421545,-23,497,202306
421550,5,485,202306
421555,-12,24,202306
421560,4,20,202306
421565,28,104,202306
421567,-4,56,202306
421568,3,17,202306
421569,3,15,202306
421570,85,721,202306
421575,0,22,202306
421580,-153,2065,202306
421590,5,35,202306
421600,4,218,202306
421605,-5,133,202306
421610,4,106,202306
421620,-9,975,202306
421625,17,99,202306
421630,-215,921,202306
421635,26,158,202306
421640,-34,136,202306
421650,-156,910,202306
421660,100,12282,202306
421670,14,288,202306
421680,4,20,202306
421690,50,866,202306
421700,3,565,202306
421710,-13,43,202306
421715,-9,25,202306
421720,51,1359,202306
421725,3,43,202306
421730,3,175,202306
421740,-3,453,202306
421750,-37,749,202306
421755,3,37,202306
421760,32,332,202306
421770,125,887,202306
421775,6,24,202306
421780,30,460,202306
421790,1,205,202306
421795,-2,14,202306
421800,31,1731,202306
421810,8,48,202306
421820,-68,1446,202306
421825,6,108,202306
421830,17,475,202306
421835,5,41,202306
421840,-1,197,202306
421850,21,353,202306
421860,16,148,202306
421870,-120,4034,202306
421875,3,77,202306
421880,3,305,202306
421885,1,23,202306
421890,-21,189,202306
421895,25,65,202306
421900,34,568,202306
421910,11,147,202306
421915,0,16,202306
421917,-17,93,202306
421920,-18,70,202306
421930,-49,2249,202306
421935,4,94,202306
421940,-3,91,202306
421950,21,1441,202306
421960,11,37,202306
421970,9,1231,202306
421985,4,20,202306
422000,25,245,202306
430003,-7,67,202306
430005,2,28,202306
430010,42,180,202306
430020,27,89,202306
430030,8,32,202306
430040,20,712,202306
430045,4,22,202306
430047,7,49,202306
430050,0,32,202306
430055,3,7,202306
430057,-6,30,202306
430060,-59,1347,202306
430063,-1,5,202306
430064,16,102,202306
430066,2,14,202306
430070,11,91,202306
430080,17,265,202306
430085,-7,21,202306
430087,36,296,202306
430090,17,107,202306
430100,-49,553,202306
430105,-18,100,202306
430107,-2,2,202306
430110,8,76,202306
430120,0,94,202306
430130,-37,139,202306
430140,-1,121,202306
430150,-10,60,202306
430155,4,16,202306
430160,33,1043,202306
430163,2,74,202306
430165,12,120,202306
430170,-3,99,202306
430175,0,14,202306
430180,-6,28,202306
430185,-1,3,202306
430187,-9,75,202306
430190,-23,223,202306
430192,-1,19,202306
430195,7,53,202306
430200,18,46,202306
430205,-2,4,202306
430210,14,3738,202306
430215,-2,16,202306
430220,-13,111,202306
430222,-8,24,202306
430223,4,16,202306
430225,-13,109,202306
430230,-108,792,202306
430235,-28,416,202306
430237,0,26,202306
430240,10,230,202306
430245,-2,22,202306
430250,-5,53,202306
430258,-2,8,202306
430260,0,10,202306
430265,7,55,202306
430270,3,305,202306
430280,35,349,202306
430290,7,101,202306
430300,-198,1040,202306
430310,-83,3683,202306
430320,2,8,202306
430330,-13,49,202306
430340,-8,12,202306
430350,38,660,202306
430355,0,36,202306
430360,9,121,202306
430367,-3,51,202306
430370,9,25,202306
430380,-2,32,202306
430390,89,1709,202306
430400,-4,76,202306
430410,-1,41,202306
430420,-5,551,202306
430430,7,61,202306
430435,-49,147,202306
430440,58,1868,202306
430450,-8,308,202306
430460,308,7658,202306
430461,-4,4,202306
430462,-6,18,202306
430463,-18,1322,202306
430465,-10,24,202306
430466,-51,261,202306
430467,4,74,202306
430468,-15,83,202306
430469,0,16,202306
430470,60,1202,202306
430471,-4,70,202306
430480,38,682,202306
430485,0,2,202306
430490,16,190,202306
430495,-38,70,202306
430500,-1,59,202306
430510,-95,12981,202306
430511,-2,18,202306
430512,3,13,202306
430513,-11,19,202306
430515,-1,9,202306
430517,22,70,202306
430520,16,194,202306
430530,-4,138,202306
430535,-13,339,202306
430537,-1,9,202306
430540,-6,42,202306
430543,1,155,202306
430544,-5,15,202306
430545,-3,93,202306
430550,8,30,202306
430558,7,15,202306
430560,7,17,202306
430570,12,184,202306
430580,7,121,202306
430583,-1,3,202306
430585,-2,16,202306
430587,3,19,202306
430590,-17,47,202306
430593,-1,1,202306
430595,-2,34,202306
430597,0,30,202306
430600,35,155,202306
430605,10,174,202306
430607,0,2,202306
430610,28,956,202306
430613,1,3,202306
430620,29,231,202306
430630,-6,28,202306
430632,-1,17,202306
430635,-1,3,202306
430637,-4,12,202306
430640,-34,702,202306
430642,5,13,202306
430645,5,19,202306
430650,10,46,202306
430655,-1,21,202306
430660,-90,502,202306
430670,0,4,202306
430673,-4,20,202306
430675,-3,25,202306
430676,198,1580,202306
430680,25,635,202306
430690,-1,245,202306
430693,-13,113,202306
430695,1,9,202306
430697,-2,10,202306
430700,210,3372,202306
430705,-1,33,202306
430710,5,25,202306
430720,-5,25,202306
430730,-6,32,202306
430740,20,60,202306
430745,0,16,202306
430750,1,199,202306
430755,-2,62,202306
430760,25,1063,202306
430770,100,1598,202306
430780,-1,1125,202306
430781,-5,7,202306
430783,3,21,202306
430786,-15,33,202306
430790,-59,2221,202306
430800,19,91,202306
430805,-1,3,202306
430807,3,63,202306
430810,6,238,202306
430820,-18,1042,202306
430825,2,4,202306
430830,9,61,202306
430840,3,21,202306
430843,3,15,202306
430845,-5,41,202306
430850,87,727,202306
430860,-53,1581,202306
430865,3,15,202306
430870,32,70,202306
430880,-12,30,202306
430885,-7,17,202306
430890,-16,222,202306
430900,-3,167,202306
430905,17,155,202306
430910,182,2792,202306
430912,-1,3,202306
430915,1,13,202306
430920,443,4531,202306
430925,1,11,202306
430930,36,1524,202306
430940,1,597,202306
430950,13,49,202306
430955,5,81,202306
430957,2,2,202306
430960,-33,367,202306
430965,0,60,202306
430970,20,50,202306
430975,4,10,202306
430980,-3,37,202306
430990,-8,50,202306
430995,2,10,202306
431000,23,595,202306
431010,-68,1012,202306
431020,-34,2130,202306
431030,0,50,202306
431033,-31,309,202306
431036,-4,42,202306
431040,4,46,202306
431041,0,4,202306
431043,52,120,202306
431046,1,7,202306
431050,1,49,202306
431053,-21,55,202306
431055,-3,11,202306
431057,0,2,202306
431060,7,473,202306
431065,7,9,202306
431070,1,7,202306
431075,-1,1,202306
431080,-30,710,202306
431085,2,16,202306
431087,5,11,202306
431090,0,30,202306
431100,-6,228,202306
431110,-11,47,202306
431112,17,63,202306
431113,-7,37,202306
431115,9,41,202306
431120,7,227,202306
431125,-2,10,202306
431127,2,4,202306
431130,21,485,202306
431140,42,3344,202306
431142,-1,9,202306
431150,-32,86,202306
431160,0,14,202306
431162,-10,204,202306
431164,1,5,202306
431170,-22,60,202306
431171,-6,22,202306
431173,6,16,202306
431175,12,62,202306
431177,7,71,202306
431179,-14,30,202306
431180,28,1314,202306
431190,-1,49,202306
431198,6,10,202306
431200,0,10,202306
431205,-1,47,202306
431210,2,8,202306
431213,-4,14,202306
431215,-11,133,202306
431217,1,7,202306
431220,-9,17,202306
431225,0,80,202306
431230,13,173,202306
431235,3,11,202306
431237,12,22,202306
431238,-5,9,202306
431240,27,1537,202306
431242,0,16,202306
431244,2,8,202306
431245,-6,32,202306
431247,-25,123,202306
431250,-23,167,202306
431260,65,195,202306
431261,-16,100,202306
431262,-6,18,202306
431265,-78,636,202306
431267,-2,10,202306
431270,9,149,202306
431275,-33,61,202306
431280,-6,170,202306
431290,35,331,202306
431295,-12,48,202306
431300,12,46,202306
431301,-3,55,202306
431303,-12,52,202306
431306,-10,518,202306
431308,-2,20,202306
431310,-8,28,202306
431320,-14,446,202306
431330,0,552,202306
431333,6,8,202306
431335,3,11,202306
431337,-42,764,202306
431339,1,17,202306
431340,-85,6661,202306
431342,-5,7,202306
431344,6,12,202306
431346,-1,7,202306
431349,-6,16,202306
431350,-11,999,202306
431360,1,21,202306
431365,-26,110,202306
431370,15,385,202306
431380,17,85,202306
431390,6,926,202306
431395,-7,149,202306
431400,-16,156,202306
431402,17,81,202306
431403,11,39,202306
431405,144,1296,202306
431406,5,9,202306
431407,-6,68,202306
431410,213,6439,202306
431413,0,32,202306
431415,10,114,202306
431417,0,20,202306
431420,36,88,202306
431430,-5,21,202306
431440,-86,4998,202306
431442,-44,156,202306
431445,4,56,202306
431446,-2,12,202306
431447,5,15,202306
431449,1,33,202306
431450,2,56,202306
431454,0,26,202306
431455,1,5,202306
431460,16,180,202306
431470,28,88,202306
431475,-25,31,202306
431477,1,21,202306
431478,-1,1,202306
431480,-28,804,202306
431490,1817,40527,202306
431500,-4,16,202306
431505,-3,15,202306
431507,3,3,202306
431510,-36,112,202306
431513,2,18,202306
431514,-21,173,202306
431515,12,38,202306
431517,-4,18,202306
431520,-9,29,202306
431530,94,302,202306
431531,-2,6,202306
431532,-6,14,202306
431535,-1,59,202306
431540,-3,19,202306
431545,1,5,202306
431550,2,168,202306
431555,0,8,202306
431560,-38,2832,202306
431570,-39,339,202306
431575,-17,91,202306
431580,-3,267,202306
431590,7,89,202306
431595,0,8,202306
431600,17,609,202306
431610,13,69,202306
431620,-4,16,202306
431630,-4,36,202306
431640,40,342,202306
431642,2,20,202306
431643,-6,16,202306
431645,9,95,202306
431647,-8,40,202306
431650,9,201,202306
431660,-50,254,202306
431670,-14,86,202306
431673,3,21,202306
431675,8,224,202306
431680,-982,4788,202306
431690,-24,4614,202306
431695,8,100,202306
431697,6,20,202306
431700,-5,53,202306
431710,-72,1070,202306
431720,99,2071,202306
431725,5,13,202306
431730,-9,385,202306
431740,-41,431,202306
431750,23,1385,202306
431755,2,12,202306
431760,-26,808,202306
431770,7,77,202306
431775,-7,37,202306
431780,-11,213,202306
431790,18,218,202306
431795,3,7,202306
431800,-91,727,202306
431805,4,18,202306
431810,-10,96,202306
431820,-74,574,202306
431830,-39,471,202306
431840,-19,187,202306
431842,4,22,202306
431843,5,35,202306
431844,-11,21,202306
431845,-9,9,202306
431846,3,19,202306
431848,3,71,202306
431849,-23,47,202306
431850,-235,989,202306
431860,-6,72,202306
431861,-6,36,202306
431862,-145,327,202306
431870,-47,4423,202306
431880,-29,297,202306
431890,-27,417,202306
431900,24,528,202306
431910,5,71,202306
431912,-1,9,202306
431915,-3,87,202306
431920,-3,25,202306
431930,14,38,202306
431935,5,49,202306
431936,2,4,202306
431937,-7,43,202306
431940,-13,127,202306
431950,-23,447,202306
431960,3,193,202306
431970,2,6,202306
431971,10,66,202306
431973,0,2,202306
431975,4,40,202306
431980,-4,68,202306
431990,-79,2399,202306
432000,29,1777,202306
432010,71,453,202306
432020,86,338,202306
432023,3,9,202306
432026,0,14,202306
432030,-1,49,202306
432032,-3,3,202306
432035,-5,17,202306
432040,70,480,202306
432045,2,6,202306
432050,-7,25,202306
432055,0,34,202306
432057,-5,5,202306
432060,1,37,202306
432065,-5,17,202306
432067,-5,57,202306
432070,15,269,202306
432080,30,632,202306
432085,1,81,202306
432090,19,807,202306
432100,35,175,202306
432110,-4,114,202306
432120,-6,914,202306
432130,34,348,202306
432132,3,31,202306
432135,-2,42,202306
432140,28,212,202306
432143,7,145,202306
432145,-240,1218,202306
432146,-4,48,202306
432147,4,18,202306
432149,3,7,202306
432150,-50,932,202306
432160,8,746,202306
432162,1,33,202306
432163,-8,42,202306
432166,13,239,202306
432170,-48,594,202306
432180,21,451,202306
432183,0,8,202306
432185,8,24,202306
432190,18,424,202306
432195,-43,305,202306
432200,-366,1432,202306
432210,-4,28,202306
432215,-1,1,202306
432218,-1,1,202306
432220,-40,212,202306
432225,-23,129,202306
432230,-7,79,202306
432232,4,16,202306
432234,1,9,202306
432235,3,9,202306
432237,-1,7,202306
432240,24,1486,202306
432250,-172,2964,202306
432252,-3,11,202306
432253,2,28,202306
432254,-5,103,202306
432255,8,18,202306
432260,-718,2676,202306
432270,-80,444,202306
432280,50,474,202306
432285,-5,23,202306
432290,-3,21,202306
432300,128,1920,202306
432310,8,12,202306
432320,1,31,202306
432330,-4,76,202306
432335,2,24,202306
432340,5,183,202306
432345,-6,36,202306
432350,-9,29,202306
432360,1,7,202306
432370,3,67,202306
432375,-2,2,202306
432377,-180,210,202306
432380,-28,366,202306
500020,95,1053,202306
500025,-3,55,202306
500060,72,492,202306
500070,26,200,202306
500080,30,154,202306
500085,22,214,202306
500090,0,70,202306
500100,-229,1121,202306
500110,25,531,202306
500124,4,162,202306
500150,20,126,202306
500190,12,544,202306
500200,66,252,202306
500210,31,185,202306
500215,-54,122,202306
500220,0,648,202306
500230,80,280,202306
500240,86,540,202306
500260,23,227,202306
500270,719,21227,202306
500280,14,52,202306
500290,33,367,202306
500295,200,1088,202306
500310,-84,146,202306
500315,-7,21,202306
500320,135,1613,202306
500325,159,739,202306
500330,55,475,202306
500345,-15,159,202306
500348,14,98,202306
500350,7,23,202306
500370,389,5713,202306
500375,8,176,202306
500380,21,257,202306
500390,0,44,202306
500400,12,66,202306
500410,-4,86,202306
500430,3,187,202306
500440,22,116,202306
500450,32,208,202306
500460,-8,378,202306
500470,1,447,202306
500480,4,8,202306
500490,-8,104,202306
500500,14,288,202306
500510,3,103,202306
500515,12,42,202306
500520,24,68,202306
500525,32,108,202306
500540,40,918,202306
500560,10,296,202306
500568,37,175,202306
500570,116,1146,202306
500580,2,102,202306
500600,-7,661,202306
500620,58,1388,202306
500625,-3,23,202306
500627,82,252,202306
500630,26,902,202306
500635,3,29,202306
500640,11,73,202306
500660,-50,1074,202306
500690,35,201,202306
500710,-101,3435,202306
500720,91,711,202306
500730,-1,53,202306
500740,52,278,202306
500750,46,154,202306
500755,28,208,202306
500769,101,835,202306
500770,-2,36,202306
500780,-11,119,202306
500790,34,850,202306
500793,-26,212,202306
500795,19,73,202306
500797,-52,128,202306
500800,2,248,202306
500830,407,4823,202306
500840,-10,86,202306
510010,6,22,202306
510020,105,947,202306
510025,75,1467,202306
510030,44,216,202306
510035,13,27,202306
510040,108,336,202306
510050,10,38,202306
510060,103,271,202306
510080,4,86,202306
510100,6,40,202306
510120,3,3,202306
510125,-16,212,202306
510130,24,96,202306
510140,-15,501,202306
510160,8,32,202306
510170,11,563,202306
510180,38,1522,202306
510185,84,220,202306
510190,160,604,202306
510250,16,910,202306
510260,15,79,202306
510263,194,2074,202306
510267,225,1543,202306
510268,218,650,202306
510269,5,39,202306
510270,104,654,202306
510279,-15,71,202306
510285,66,128,202306
510300,52,334,202306
510305,47,273,202306
510310,63,181,202306
510320,19,673,202306
510325,40,316,202306
510330,129,489,202306
510335,130,872,202306
510336,-1,33,202306
510337,20,68,202306
510340,714,19560,202306
510343,8,26,202306
510345,44,96,202306
510350,85,799,202306
510360,66,144,202306
510370,31,205,202306
510380,7,33,202306
510385,32,232,202306
510390,28,70,202306
510395,-10,18,202306
510410,98,692,202306
510420,7,111,202306
510450,7,13,202306
510452,81,335,202306
510454,30,98,202306
510455,3,163,202306
510460,27,231,202306
510480,86,582,202306
510490,12,42,202306
510500,-1,43,202306
510510,105,765,202306
510515,48,884,202306
510517,-15,197,202306
510520,41,149,202306
510523,-26,84,202306
510525,524,4068,202306
510530,3,7,202306
510550,58,428,202306
510558,6,252,202306
510560,95,669,202306
510562,71,659,202306
510590,11,249,202306
510600,24,72,202306
510610,44,174,202306
510615,3,203,202306
510617,2,18,202306
510618,32,108,202306
510619,-1,69,202306
510620,13,55,202306
510621,0,176,202306
510622,272,2786,202306
510623,-164,528,202306
510624,173,543,202306
510625,18,366,202306
510626,23,129,202306
510627,-7,25,202306
510628,116,274,202306
510629,18,204,202306
510630,54,764,202306
510631,-3,3,202306
510637,84,436,202306
510642,49,611,202306
510645,5,95,202306
510650,104,290,202306
510665,-11,77,202306
510670,3,11,202306
510675,57,1167,202306
510677,27,137,202306
510680,162,374,202306
510682,4,122,202306
510685,-1,15,202306
510700,42,328,202306
510704,679,3893,202306
510706,80,988,202306
510710,30,196,202306
510715,2,10,202306
510718,-12,178,202306
510719,-1,9,202306
510720,4,32,202306
510724,82,186,202306
510726,10,30,202306
510729,2,8,202306
510730,159,465,202306
510735,10,192,202306
510740,1,25,202306
510757,9,125,202306
510760,585,8093,202306
510770,27,143,202306
510774,-37,127,202306
510775,5,25,202306
510776,112,328,202306
510777,-8,34,202306
510779,158,304,202306
510780,-6,170,202306
510785,84,336,202306
510787,839,2277,202306
510788,3,13,202306
510790,389,7145,202306
510792,823,5315,202306
510794,121,383,202306
510795,178,2802,202306
510800,168,692,202306
510805,-5,117,202306
510810,29,65,202306
510820,2,58,202306
510830,34,128,202306
510835,-5,9,202306
510840,382,5022,202306
510850,-1,395,202306
510860,20,316,202306
510880,0,20,202306
510885,162,320,202306
510890,40,214,202306
510895,13,163,202306
520005,-32,214,202306
520010,22,178,202306
520013,24,282,202306
520015,2,44,202306
520017,10,280,202306
520020,-8,8,202306
520025,191,1237,202306
520030,18,422,202306
520050,2,8,202306
520055,-13,177,202306
520060,18,152,202306
520080,24,78,202306
520082,6,6,202306
520085,-16,56,202306
520090,10,22,202306
520110,444,10268,202306
520120,1,1,202306
520130,54,300,202306
520140,409,12605,202306
520145,-2,26,202306
520150,64,156,202306
520160,-8,22,202306
520170,15,177,202306
520180,27,75,202306
520215,-1,87,202306
520235,6,38,202306
520250,14,138,202306
520260,-3,21,202306
520280,1,29,202306
520310,4,16,202306
520320,15,269,202306
520330,59,461,202306
520340,9,59,202306
520350,216,614,202306
520355,-79,175,202306
520357,-33,109,202306
520360,22,64,202306
520380,-23,57,202306
520390,16,146,202306
520393,-2,28,202306
520396,-6,30,202306
520400,12,76,202306
520410,18,98,202306
520420,1,3,202306
520425,3,127,202306
520430,31,225,202306
520440,3,237,202306
520450,245,2269,202306
520455,1,7,202306
520460,4,16,202306
520465,3,15,202306
520470,-21,95,202306
520480,134,240,202306
520485,28,114,202306
520490,6,174,202306
520495,-1,7,202306
520500,3,47,202306
520505,7,23,202306
520510,163,2503,202306
520520,7,47,202306
520530,14,34,202306
520540,94,556,202306
520545,47,225,202306
520547,107,399,202306
520549,6,462,202306
520551,51,261,202306
520552,1,13,202306
520570,3,23,202306
520580,9,87,202306
520590,8,112,202306
520620,1034,2418,202306
520630,-2,16,202306
520640,-76,334,202306
520650,5,13,202306
520660,-4,24,202306
520670,-1,7,202306
520680,-5,13,202306
520690,-1,11,202306
520710,-2,16,202306
520725,26,106,202306
520735,6,34,202306
520740,26,170,202306
520750,-2,26,202306
520753,1,43,202306
520760,13,57,202306
520780,-13,61,202306
520790,-17,45,202306
520800,-2344,5046,202306
520810,0,16,202306
520815,-2,28,202306
520830,6,16,202306
520840,-1,149,202306
520850,12,66,202306
520860,153,1763,202306
520870,1182,48954,202306
520880,-3,695,202306
520890,12,198,202306
520910,-47,785,202306
520915,11,13,202306
520920,9,113,202306
520929,-6,12,202306
520940,0,32,202306
520945,2,2,202306
520960,8,14,202306
520970,-22,450,202306
520980,2,8,202306
520990,13,63,202306
520993,23,49,202306
520995,15,199,202306
521000,-37,995,202306
521010,116,490,202306
521015,9,39,202306
521020,-10,402,202306
521030,-1,9,202306
521040,129,1191,202306
521056,13,51,202306
521060,0,22,202306
521080,12,54,202306
521090,53,295,202306
521100,11,53,202306
521120,30,252,202306
521130,16,88,202306
521140,-8,98,202306
521150,478,3236,202306
521160,-6,12,202306
521170,55,151,202306
521180,-2,454,202306
521190,-118,2960,202306
521200,15,27,202306
521205,-1,5,202306
521210,-2,88,202306
521220,37,329,202306
521225,-5,15,202306
521230,20,130,202306
521250,208,2580,202306
521260,2,22,202306
521270,-1,107,202306
521280,-63,345,202306
521290,-6,12,202306
521295,2,44,202306
521300,22,114,202306
521305,3,13,202306
521308,224,780,202306
521310,62,1664,202306
521340,-2,4,202306
521350,48,74,202306
521370,91,215,202306
521375,15,245,202306
521377,0,14,202306
521380,-1344,2740,202306
521385,2,4,202306
521390,-12,54,202306
521400,70,364,202306
521405,-3,51,202306
521410,0,6,202306
521440,24,92,202306
521450,117,703,202306
521460,276,766,202306
521470,-1,1,202306
521480,1,5,202306
521483,-19,255,202306
521486,0,14,202306
521487,3,11,202306
521490,0,6,202306
521500,65,211,202306
521520,-6,18,202306
521523,60,420,202306
521525,-5,25,202306
521530,-21,213,202306
521540,2,70,202306
521550,22,144,202306
521560,22,240,202306
521565,2,16,202306
521570,-33,501,202306
521580,-2,10,202306
521590,7,33,202306
521600,7,31,202306
521630,27,109,202306
521640,34,242,202306
521645,45,129,202306
521680,-5,73,202306
521690,3,17,202306
521710,-4,262,202306
521720,8,146,202306
521730,6,366,202306
521740,-11,653,202306
521760,74,548,202306
521770,76,252,202306
521800,91,585,202306
521805,45,77,202306
521810,-1,47,202306
521830,-1,391,202306
521839,6,14,202306
521850,85,981,202306
521860,-6,126,202306
521870,5,19,202306
521878,14,210,202306
521880,205,6731,202306
521890,7,277,202306
521900,-28,162,202306
521910,5,75,202306
521920,3,15,202306
521925,14,90,202306
521930,159,1055,202306
521935,2,12,202306
521940,2,84,202306
521945,6,62,202306
521950,0,8,202306
521960,-8,22,202306
521970,172,236,202306
521971,52,174,202306
521973,22,200,202306
521975,18,338,202306
521980,3,31,202306
521990,13,71,202306
522000,10,118,202306
522005,5,21,202306
522010,-88,574,202306
522015,-5,23,202306
522020,3,299,202306
522026,18,50,202306
522028,15,71,202306
522040,-55,383,202306
522045,103,1627,202306
522050,29,229,202306
522060,3,299,202306
522068,-3,21,202306
522070,3,21,202306
522100,8,42,202306
522108,6,8,202306
522119,8,78,202306
522130,7,19,202306
522140,201,1449,202306
522145,-2,8,202306
522150,3,39,202306
522155,8,130,202306
522157,5,33,202306
522160,55,807,202306
522170,-5,39,202306
522180,8,64,202306
522185,14,1740,202306
522190,-1,17,202306
522200,51,307,202306
522205,5,283,202306
522220,392,514,202306
522230,34,138,202306
530010,2743,63857,202306
999999,2254,20192,202306
110001,52,196,202307
110002,132,1808,202307
110003,-8,16,202307
110004,51,2033,202307
110005,3,245,202307
110006,20,142,202307
110007,29,137,202307
110008,-9,45,202307
110009,22,582,202307
110010,45,277,202307
110011,63,961,202307
110012,269,3079,202307
110013,8,232,202307
110014,23,129,202307
110015,-8,478,202307
110018,33,719,202307
110020,-334,8470,202307
110025,17,191,202307
110026,15,55,202307
110028,193,1237,202307
110029,1,43,202307
110030,168,2656,202307
110032,12,252,202307
110033,21,125,202307
110034,5,55,202307
110037,3,59,202307
110040,7,75,202307
110045,13,331,202307
110050,-5,47,202307
110060,4,18,202307
110070,-1,41,202307
110080,-13,183,202307
110090,-1,13,202307
110092,20,298,202307
110094,55,205,202307
110100,1,17,202307
110110,15,175,202307
110120,56,98,202307
110130,-6,74,202307
110140,3,45,202307
110143,-1,15,202307
110145,-2,30,202307
110146,-3,27,202307
110147,8,14,202307
110148,-5,29,202307
110149,15,99,202307
110150,-3,53,202307
110155,-3,25,202307
110160,2,22,202307
110170,-11,79,202307
110175,3,45,202307
110180,-2,26,202307
120001,6,74,202307
120005,-4,6,202307
120010,8,214,202307
120013,2,170,202307
120017,1,29,202307
120020,129,707,202307
120025,5,111,202307
120030,20,80,202307
120032,-13,19,202307
120033,4,22,202307
120034,1,17,202307
120035,-3,5,202307
120038,50,196,202307
120039,0,2,202307
120040,483,5311,202307
120042,3,3,202307
120045,16,224,202307
120050,-6,274,202307
120060,-8,92,202307
120070,22,66,202307
120080,25,63,202307
130002,2,4,202307
130006,1,1,202307
130010,-1,1,202307
130014,16,44,202307
130020,2,2,202307
130030,26,42,202307
130040,-10,12,202307
130050,1,1,202307
130060,3,17,202307
130068,-1,3,202307
130070,3,89,202307
130080,13,23,202307
130090,0,2,202307
130100,-12,22,202307
130110,0,34,202307
130115,-2,2,202307
130120,16,108,202307
130130,5,11,202307
130140,3,17,202307
130150,1,1,202307
130160,0,6,202307
130165,3,7,202307
130170,9,183,202307
130180,1,1,202307
130185,158,422,202307
130190,-35,387,202307
130195,1,1,202307
130200,-5,5,202307
130220,-1,5,202307
130230,-5,7,202307
130240,12,84,202307
130250,7,273,202307
130255,15,21,202307
130260,3452,35712,202307
130270,-6,130,202307
130290,-20,58,202307
130300,2,4,202307
130310,-7,21,202307
130320,-11,23,202307
130330,0,26,202307
130340,44,268,202307
130350,2,2,202307
130353,13,185,202307
130356,10,138,202307
130360,1,1,202307
130370,-2,6,202307
130380,-8,36,202307
130390,10,14,202307
130395,1,3,202307
130400,2,10,202307
130406,14,114,202307
130410,-1,1,202307
130420,2,94,202307
130423,-1,1,202307
130426,-1,9,202307
130430,-1,1,202307
130440,2,4,202307
140002,1,25,202307
140005,7,39,202307
140010,208,6258,202307
140015,1,39,202307
140017,30,138,202307
140020,-6,46,202307
140023,0,14,202307
140028,18,36,202307
140030,0,40,202307
140040,-5,7,202307
140045,-19,51,202307
140047,3,125,202307
